idx,status,time_to_process,arrival_time,time_to_arrive,qty_tshirt,qty_hoodie,qty_spants,qty_sneaks,allocated_tshirt,allocated_hoodie,allocated_spants,allocated_sneaks,time_to_complete
196,CustomerOrderStatus.SHIPPED,618.7528221826833,31019.247177817317,31019.247177817317,0,1,2,1,0,1,2,1,31638.0
197,CustomerOrderStatus.SHIPPED,616.1437272185431,31024.856272781457,31024.856272781457,1,0,2,0,1,0,2,0,31641.0
200,CustomerOrderStatus.SHIPPED,716.159499064659,31127.84050093534,31127.84050093534,0,1,1,0,0,1,1,0,31844.0
198,CustomerOrderStatus.SHIPPED,808.3039888986532,31045.696011101347,31045.696011101347,1,0,1,0,1,0,1,0,31854.0
203,CustomerOrderStatus.SHIPPED,557.2431951623621,31343.756804837638,31343.756804837638,0,0,1,0,0,0,1,0,31901.0
201,CustomerOrderStatus.SHIPPED,767.7853983899731,31150.214601610027,31150.214601610027,0,0,1,1,0,0,1,1,31918.0
199,CustomerOrderStatus.SHIPPED,914.1344521897845,31056.865547810216,31056.865547810216,2,0,0,1,2,0,0,1,31971.0
202,CustomerOrderStatus.SHIPPED,890.0073824540013,31271.992617546,31271.992617546,1,2,1,2,1,2,1,2,32162.0
206,CustomerOrderStatus.SHIPPED,602.4569244248341,31578.543075575166,31578.543075575166,1,0,0,0,1,0,0,0,32181.0
207,CustomerOrderStatus.SHIPPED,608.4554590544867,31579.544540945513,31579.544540945513,0,0,1,0,0,0,1,0,32188.0
204,CustomerOrderStatus.SHIPPED,727.6642254289,31474.3357745711,31474.3357745711,0,0,0,1,0,0,0,1,32202.0
205,CustomerOrderStatus.SHIPPED,680.5223389724961,31523.477661027504,31523.477661027504,0,1,1,0,0,1,1,0,32204.0
208,CustomerOrderStatus.SHIPPED,614.1348499814558,31616.865150018544,31616.865150018544,0,1,0,0,0,1,0,0,32231.0
210,CustomerOrderStatus.SHIPPED,655.7594219650928,31738.240578034907,31738.240578034907,0,0,1,0,0,0,1,0,32394.0
211,CustomerOrderStatus.SHIPPED,707.533875555815,31753.466124444185,31753.466124444185,0,0,0,1,0,0,0,1,32461.0
209,CustomerOrderStatus.SHIPPED,842.1647547941611,31629.83524520584,31629.83524520584,0,0,1,1,0,0,1,1,32472.0
213,CustomerOrderStatus.SHIPPED,493.16613067145227,31980.833869328548,31980.833869328548,0,1,0,0,0,1,0,0,32474.0
214,CustomerOrderStatus.SHIPPED,433.8637717225902,32077.13622827741,32077.13622827741,1,0,0,0,1,0,0,0,32511.0
212,CustomerOrderStatus.SHIPPED,845.1009591119437,31842.899040888056,31842.899040888056,2,0,0,1,2,0,0,1,32688.0
216,CustomerOrderStatus.SHIPPED,721.9255581092984,32099.0744418907,32099.0744418907,1,1,0,0,1,1,0,0,32821.0
215,CustomerOrderStatus.SHIPPED,762.8130073410539,32091.186992658946,32091.186992658946,3,0,1,0,3,0,1,0,32854.0
218,CustomerOrderStatus.SHIPPED,661.8251645533855,32192.174835446614,32192.174835446614,1,2,0,0,1,2,0,0,32854.0
219,CustomerOrderStatus.SHIPPED,682.458293128504,32221.541706871496,32221.541706871496,0,1,1,0,0,1,1,0,32904.0
220,CustomerOrderStatus.SHIPPED,662.9078311839876,32285.092168816012,32285.092168816012,1,0,0,0,1,0,0,0,32948.0
217,CustomerOrderStatus.SHIPPED,846.5574956104429,32175.442504389557,32175.442504389557,2,2,0,2,2,2,0,2,33022.0
221,CustomerOrderStatus.SHIPPED,749.3396536503678,32341.660346349632,32341.660346349632,1,0,0,0,1,0,0,0,33091.0
223,CustomerOrderStatus.SHIPPED,608.9913073005191,32505.00869269948,32505.00869269948,1,0,0,0,1,0,0,0,33114.0
222,CustomerOrderStatus.SHIPPED,771.9707428865331,32359.029257113467,32359.029257113467,0,0,0,1,0,0,0,1,33131.0
224,CustomerOrderStatus.SHIPPED,632.6388097221497,32521.36119027785,32521.36119027785,0,0,0,1,0,0,0,1,33154.0
226,CustomerOrderStatus.SHIPPED,616.6537619106275,32635.346238089372,32635.346238089372,0,1,0,0,0,1,0,0,33252.0
227,CustomerOrderStatus.SHIPPED,702.6069759407401,32688.39302405926,32688.39302405926,2,0,0,0,2,0,0,0,33391.0
228,CustomerOrderStatus.SHIPPED,638.1577919968731,32765.842208003127,32765.842208003127,2,0,0,0,2,0,0,0,33404.0
230,CustomerOrderStatus.SHIPPED,614.4648753943256,32846.535124605674,32846.535124605674,0,0,3,0,0,0,3,0,33461.0
225,CustomerOrderStatus.SHIPPED,914.0396418951168,32593.960358104883,32593.960358104883,2,0,0,4,2,0,0,4,33508.0
231,CustomerOrderStatus.SHIPPED,604.8021311162956,32947.197868883704,32947.197868883704,0,2,0,0,0,2,0,0,33552.0
229,CustomerOrderStatus.SHIPPED,784.8555000866327,32809.14449991337,32809.14449991337,1,0,0,1,1,0,0,1,33594.0
233,CustomerOrderStatus.SHIPPED,675.6291779601888,32998.37082203981,32998.37082203981,1,0,0,0,1,0,0,0,33674.0
234,CustomerOrderStatus.SHIPPED,737.5779984881738,33063.422001511826,33063.422001511826,1,1,0,0,1,1,0,0,33801.0
232,CustomerOrderStatus.SHIPPED,881.2617919743425,32979.73820802566,32979.73820802566,3,1,1,0,3,1,1,0,33861.0
237,CustomerOrderStatus.SHIPPED,555.2026437960449,33308.797356203955,33308.797356203955,0,1,0,0,0,1,0,0,33864.0
236,CustomerOrderStatus.SHIPPED,690.3259999051588,33240.67400009484,33240.67400009484,4,0,0,0,4,0,0,0,33931.0
235,CustomerOrderStatus.SHIPPED,838.4780287593094,33099.52197124069,33099.52197124069,1,0,4,0,1,0,4,0,33938.0
238,CustomerOrderStatus.SHIPPED,622.8232642125658,33431.176735787434,33431.176735787434,2,1,0,0,2,1,0,0,34054.0
239,CustomerOrderStatus.SHIPPED,637.0739481670244,33433.926051832976,33433.926051832976,1,0,0,0,1,0,0,0,34071.0
242,CustomerOrderStatus.SHIPPED,362.31843142950675,33781.68156857049,33781.68156857049,1,0,0,0,1,0,0,0,34144.0
240,CustomerOrderStatus.SHIPPED,631.3475015049044,33549.652498495096,33549.652498495096,0,1,1,0,0,1,1,0,34181.0
241,CustomerOrderStatus.SHIPPED,570.7347920264656,33641.265207973534,33641.265207973534,0,1,1,0,0,1,1,0,34212.0
243,CustomerOrderStatus.SHIPPED,423.98331659688847,33838.01668340311,33838.01668340311,1,1,0,0,1,1,0,0,34262.0
244,CustomerOrderStatus.SHIPPED,573.6504308918375,33900.34956910816,33900.34956910816,1,1,1,0,1,1,1,0,34474.0
246,CustomerOrderStatus.SHIPPED,340.24298220419587,34138.757017795804,34138.757017795804,2,0,0,0,2,0,0,0,34479.0
248,CustomerOrderStatus.SHIPPED,320.0790524216063,34228.920947578394,34228.920947578394,1,0,0,0,1,0,0,0,34549.0
245,CustomerOrderStatus.SHIPPED,612.3582561324511,33958.64174386755,33958.64174386755,1,1,0,1,1,1,0,1,34571.0
247,CustomerOrderStatus.SHIPPED,540.904584922806,34152.095415077194,34152.095415077194,5,0,1,0,5,0,1,0,34693.0
249,CustomerOrderStatus.SHIPPED,400.8823161707405,34300.11768382926,34300.11768382926,0,0,1,1,0,0,1,1,34701.0
250,CustomerOrderStatus.SHIPPED,500.1179205135413,34333.88207948646,34333.88207948646,1,2,0,0,1,2,0,0,34834.0
252,CustomerOrderStatus.SHIPPED,465.8972538045855,34428.102746195415,34428.102746195415,3,0,0,0,3,0,0,0,34894.0
251,CustomerOrderStatus.SHIPPED,591.9581672880959,34357.041832711904,34357.041832711904,3,0,2,0,3,0,2,0,34949.0
253,CustomerOrderStatus.SHIPPED,502.7909416307011,34461.2090583693,34461.2090583693,3,1,0,0,3,1,0,0,34964.0
254,CustomerOrderStatus.SHIPPED,440.450160575936,34617.549839424064,34617.549839424064,3,1,0,0,3,1,0,0,35058.0
256,CustomerOrderStatus.SHIPPED,443.9796061968518,34650.02039380315,34650.02039380315,1,0,0,0,1,0,0,0,35094.0
257,CustomerOrderStatus.SHIPPED,444.22281245677004,34684.77718754323,34684.77718754323,0,1,0,0,0,1,0,0,35129.0
255,CustomerOrderStatus.SHIPPED,533.1729665038874,34617.82703349611,34617.82703349611,2,1,1,0,2,1,1,0,35151.0
259,CustomerOrderStatus.SHIPPED,549.797464114803,34731.2025358852,34731.2025358852,1,1,0,0,1,1,0,0,35281.0
260,CustomerOrderStatus.SHIPPED,442.702845902284,34878.297154097716,34878.297154097716,1,0,0,0,1,0,0,0,35321.0
258,CustomerOrderStatus.SHIPPED,631.8444303114302,34697.15556968857,34697.15556968857,1,0,1,0,1,0,1,0,35329.0
261,CustomerOrderStatus.SHIPPED,591.1237879399341,34882.876212060066,34882.876212060066,1,2,0,0,1,2,0,0,35474.0
264,CustomerOrderStatus.SHIPPED,410.97603786011314,35140.02396213989,35140.02396213989,0,1,0,0,0,1,0,0,35551.0
262,CustomerOrderStatus.SHIPPED,639.1453668743343,34941.854633125666,34941.854633125666,2,1,1,0,2,1,1,0,35581.0
265,CustomerOrderStatus.SHIPPED,399.80906272435095,35188.19093727565,35188.19093727565,1,0,0,0,1,0,0,0,35588.0
266,CustomerOrderStatus.SHIPPED,430.79296707270987,35190.20703292729,35190.20703292729,1,0,0,0,1,0,0,0,35621.0
263,CustomerOrderStatus.SHIPPED,656.1162963362221,34974.88370366378,34974.88370366378,0,3,1,1,0,3,1,1,35631.0
270,CustomerOrderStatus.SHIPPED,523.122963004178,35325.87703699582,35325.87703699582,1,0,0,0,1,0,0,0,35849.0
267,CustomerOrderStatus.SHIPPED,643.0359032008273,35210.96409679917,35210.96409679917,3,1,0,0,3,1,0,0,35854.0
272,CustomerOrderStatus.SHIPPED,526.4463183243715,35352.55368167563,35352.55368167563,1,0,0,0,1,0,0,0,35879.0
271,CustomerOrderStatus.SHIPPED,602.4691044326828,35345.53089556732,35345.53089556732,0,0,1,1,0,0,1,1,35948.0
269,CustomerOrderStatus.SHIPPED,697.111569096669,35273.88843090333,35273.88843090333,1,0,1,0,1,0,1,0,35971.0
268,CustomerOrderStatus.SHIPPED,787.0615013328643,35243.938498667136,35243.938498667136,1,0,0,1,1,0,0,1,36031.0
274,CustomerOrderStatus.SHIPPED,696.0324331319644,35432.967566868036,35432.967566868036,1,0,0,0,1,0,0,0,36129.0
273,CustomerOrderStatus.SHIPPED,873.6973323207712,35370.30266767923,35370.30266767923,0,1,0,1,0,1,0,1,36244.0
275,CustomerOrderStatus.SHIPPED,865.8424973552465,35433.15750264475,35433.15750264475,1,0,1,0,1,0,1,0,36299.0
277,CustomerOrderStatus.SHIPPED,606.6334135720899,35752.36658642791,35752.36658642791,2,1,0,0,2,1,0,0,36359.0
278,CustomerOrderStatus.SHIPPED,624.7754718770811,35756.22452812292,35756.22452812292,0,1,1,0,0,1,1,0,36381.0
276,CustomerOrderStatus.SHIPPED,712.6261419777948,35716.373858022205,35716.373858022205,1,1,2,0,1,1,2,0,36429.0
280,CustomerOrderStatus.SHIPPED,671.790093377429,35862.20990662257,35862.20990662257,0,2,0,0,0,2,0,0,36534.0
281,CustomerOrderStatus.SHIPPED,652.7574951652132,35916.24250483479,35916.24250483479,0,0,0,1,0,0,0,1,36569.0
279,CustomerOrderStatus.SHIPPED,798.5137162586543,35850.486283741346,35850.486283741346,2,1,0,1,2,1,0,1,36649.0
283,CustomerOrderStatus.SHIPPED,715.2307919788436,35952.76920802116,35952.76920802116,2,0,0,0,2,0,0,0,36668.0
284,CustomerOrderStatus.SHIPPED,813.1358182377589,35977.86418176224,35977.86418176224,1,0,1,0,1,0,1,0,36791.0
285,CustomerOrderStatus.SHIPPED,769.5418308336157,36034.458169166384,36034.458169166384,0,0,1,0,0,0,1,0,36804.0
286,CustomerOrderStatus.SHIPPED,813.0194891774299,36035.98051082257,36035.98051082257,1,0,0,0,1,0,0,0,36849.0
282,CustomerOrderStatus.SHIPPED,904.4678759022936,35946.53212409771,35946.53212409771,1,1,0,1,1,1,0,1,36851.0
287,CustomerOrderStatus.SHIPPED,826.0673041972041,36072.932695802796,36072.932695802796,0,0,1,0,0,0,1,0,36899.0
288,CustomerOrderStatus.SHIPPED,936.688208236912,36081.31179176309,36081.31179176309,0,1,1,0,0,1,1,0,37018.0
291,CustomerOrderStatus.SHIPPED,817.0049695509588,36266.99503044904,36266.99503044904,0,0,0,1,0,0,0,1,37084.0
292,CustomerOrderStatus.SHIPPED,778.0274126272561,36350.972587372744,36350.972587372744,0,0,1,0,0,0,1,0,37129.0
289,CustomerOrderStatus.SHIPPED,1048.4184948189286,36130.58150518107,36130.58150518107,1,1,0,0,1,1,0,0,37179.0
293,CustomerOrderStatus.SHIPPED,747.5836592327978,36431.4163407672,36431.4163407672,1,0,0,0,1,0,0,0,37179.0
290,CustomerOrderStatus.SHIPPED,982.4286946681605,36258.57130533184,36258.57130533184,1,0,2,0,1,0,2,0,37241.0
294,CustomerOrderStatus.SHIPPED,919.5703997440432,36468.42960025596,36468.42960025596,2,1,0,0,2,1,0,0,37388.0
297,CustomerOrderStatus.SHIPPED,762.0404140445171,36668.95958595548,36668.95958595548,0,0,2,0,0,0,2,0,37431.0
296,CustomerOrderStatus.SHIPPED,830.5282986967723,36618.47170130323,36618.47170130323,3,0,0,0,3,0,0,0,37449.0
295,CustomerOrderStatus.SHIPPED,1008.3784689815511,36515.62153101845,36515.62153101845,1,0,2,0,1,0,2,0,37524.0
298,CustomerOrderStatus.SHIPPED,717.5604232742335,36821.43957672577,36821.43957672577,1,1,0,0,1,1,0,0,37539.0
299,CustomerOrderStatus.SHIPPED,806.82658165467,36854.17341834533,36854.17341834533,0,1,0,2,0,1,0,2,37661.0
302,CustomerOrderStatus.SHIPPED,753.5327450629702,36955.46725493703,36955.46725493703,0,0,1,0,0,0,1,0,37709.0
303,CustomerOrderStatus.SHIPPED,815.0955079910927,36968.90449200891,36968.90449200891,0,1,0,0,0,1,0,0,37784.0
300,CustomerOrderStatus.SHIPPED,962.0731303405119,36865.92686965949,36865.92686965949,2,1,1,0,2,1,1,0,37828.0
301,CustomerOrderStatus.SHIPPED,929.491672864533,36948.50832713547,36948.50832713547,1,0,1,0,1,0,1,0,37878.0
305,CustomerOrderStatus.SHIPPED,917.1267253845144,37003.873274615486,37003.873274615486,0,0,1,0,0,0,1,0,37921.0
304,CustomerOrderStatus.SHIPPED,991.2736476558275,36997.72635234417,36997.72635234417,1,1,2,0,1,1,2,0,37989.0
308,CustomerOrderStatus.SHIPPED,965.9214280307715,37112.07857196923,37112.07857196923,0,1,0,0,0,1,0,0,38078.0
306,CustomerOrderStatus.SHIPPED,1140.521193109038,37008.47880689096,37008.47880689096,1,1,1,0,1,1,1,0,38149.0
310,CustomerOrderStatus.SHIPPED,1011.2058321929944,37189.794167807006,37189.794167807006,1,0,0,0,1,0,0,0,38201.0
309,CustomerOrderStatus.SHIPPED,1037.8999062855219,37173.10009371448,37173.10009371448,2,1,0,0,2,1,0,0,38211.0
307,CustomerOrderStatus.SHIPPED,1128.2849528555234,37095.71504714448,37095.71504714448,2,0,1,0,2,0,1,0,38224.0
311,CustomerOrderStatus.SHIPPED,1072.2854883653054,37191.714511634695,37191.714511634695,0,1,0,0,0,1,0,0,38264.0
314,CustomerOrderStatus.SHIPPED,1264.2226814800597,37226.77731851994,37226.77731851994,2,0,0,0,2,0,0,0,38491.0
312,CustomerOrderStatus.SHIPPED,1293.4348602268656,37204.565139773134,37204.565139773134,1,0,1,0,1,0,1,0,38498.0
313,CustomerOrderStatus.SHIPPED,1361.6066978153976,37206.3933021846,37206.3933021846,2,2,0,0,2,2,0,0,38568.0
315,CustomerOrderStatus.SHIPPED,1238.0368294426444,37342.963170557356,37342.963170557356,1,2,0,0,1,2,0,0,38581.0
316,CustomerOrderStatus.SHIPPED,1244.6738166393989,37373.3261833606,37373.3261833606,1,1,0,0,1,1,0,0,38618.0
317,CustomerOrderStatus.SHIPPED,1202.3770536830634,37476.62294631694,37476.62294631694,1,1,1,0,1,1,1,0,38679.0
319,CustomerOrderStatus.SHIPPED,1177.255463528003,37590.744536472,37590.744536472,0,1,0,0,0,1,0,0,38768.0
320,CustomerOrderStatus.SHIPPED,1187.3234197891506,37591.67658021085,37591.67658021085,1,0,0,0,1,0,0,0,38779.0
318,CustomerOrderStatus.SHIPPED,1363.5487549452082,37557.45124505479,37557.45124505479,1,0,2,0,1,0,2,0,38921.0
323,CustomerOrderStatus.SHIPPED,1184.08527113148,37754.91472886852,37754.91472886852,1,0,0,0,1,0,0,0,38939.0
321,CustomerOrderStatus.SHIPPED,1367.0037593934394,37646.99624060656,37646.99624060656,1,1,2,0,1,1,2,0,39014.0
324,CustomerOrderStatus.SHIPPED,1237.7454267890862,37816.254573210914,37816.254573210914,1,0,0,0,1,0,0,0,39054.0
322,CustomerOrderStatus.SHIPPED,1334.2583352065558,37726.741664793444,37726.741664793444,2,0,0,1,2,0,0,1,39061.0
325,CustomerOrderStatus.SHIPPED,1279.043505991678,37821.95649400832,37821.95649400832,1,0,0,0,1,0,0,0,39101.0
327,CustomerOrderStatus.SHIPPED,1284.0648282446855,37934.935171755315,37934.935171755315,0,0,1,0,0,0,1,0,39219.0
329,CustomerOrderStatus.SHIPPED,1357.120806282226,37963.879193717774,37963.879193717774,0,0,1,0,0,0,1,0,39321.0
326,CustomerOrderStatus.SHIPPED,1482.0626673086444,37858.937332691356,37858.937332691356,1,1,1,0,1,1,1,0,39341.0
328,CustomerOrderStatus.SHIPPED,1394.4835946749736,37949.51640532503,37949.51640532503,1,1,0,0,1,1,0,0,39344.0
330,CustomerOrderStatus.SHIPPED,1417.7090760685169,38050.29092393148,38050.29092393148,0,1,0,1,0,1,0,1,39468.0
332,CustomerOrderStatus.SHIPPED,1440.9183571209505,38058.08164287905,38058.08164287905,1,0,0,0,1,0,0,0,39499.0
334,CustomerOrderStatus.SHIPPED,1527.6664770720236,38073.33352292798,38073.33352292798,1,0,0,0,1,0,0,0,39601.0
333,CustomerOrderStatus.SHIPPED,1540.3360284273294,38060.66397157267,38060.66397157267,0,1,0,0,0,1,0,0,39601.0
331,CustomerOrderStatus.SHIPPED,1568.5685541690254,38050.431445830975,38050.431445830975,3,2,0,1,3,2,0,1,39619.0
335,CustomerOrderStatus.SHIPPED,1579.2865580165744,38079.713441983426,38079.713441983426,1,0,0,0,1,0,0,0,39659.0
336,CustomerOrderStatus.SHIPPED,1588.4505987822413,38149.54940121776,38149.54940121776,0,0,0,1,0,0,0,1,39738.0
337,CustomerOrderStatus.SHIPPED,1615.1957617390653,38163.804238260935,38163.804238260935,0,0,0,1,0,0,0,1,39779.0
340,CustomerOrderStatus.SHIPPED,1628.2953502971359,38252.704649702864,38252.704649702864,1,0,0,0,1,0,0,0,39881.0
339,CustomerOrderStatus.SHIPPED,1719.4020131375364,38241.59798686246,38241.59798686246,1,1,0,0,1,1,0,0,39961.0
341,CustomerOrderStatus.SHIPPED,1733.8809522209995,38277.119047779,38277.119047779,1,1,0,0,1,1,0,0,40011.0
342,CustomerOrderStatus.SHIPPED,1721.6176321480016,38296.382367852,38296.382367852,0,1,0,0,0,1,0,0,40018.0
343,CustomerOrderStatus.SHIPPED,1722.4782138320516,38356.52178616795,38356.52178616795,0,0,2,0,0,0,2,0,40079.0
338,CustomerOrderStatus.SHIPPED,1942.8731292414523,38166.12687075855,38166.12687075855,2,1,1,1,2,1,1,1,40109.0
344,CustomerOrderStatus.SHIPPED,1785.921902590686,38375.078097409314,38375.078097409314,0,1,0,0,0,1,0,0,40161.0
346,CustomerOrderStatus.SHIPPED,1911.9464951769842,38412.053504823016,38412.053504823016,1,1,0,0,1,1,0,0,40324.0
347,CustomerOrderStatus.SHIPPED,1904.1424229350814,38433.85757706492,38433.85757706492,3,0,0,0,3,0,0,0,40338.0
345,CustomerOrderStatus.SHIPPED,2050.763061595222,38400.23693840478,38400.23693840478,2,0,0,1,2,0,0,1,40451.0
349,CustomerOrderStatus.SHIPPED,2031.4117948122948,38457.588205187705,38457.588205187705,0,1,0,1,0,1,0,1,40489.0
348,CustomerOrderStatus.SHIPPED,2043.4935438749162,38445.506456125084,38445.506456125084,1,0,1,0,1,0,1,0,40489.0
350,CustomerOrderStatus.SHIPPED,1966.1255981275463,38554.874401872454,38554.874401872454,0,1,1,0,0,1,1,0,40521.0
353,CustomerOrderStatus.SHIPPED,2084.3046818435396,38626.69531815646,38626.69531815646,1,0,0,0,1,0,0,0,40711.0
352,CustomerOrderStatus.SHIPPED,2122.0315719048667,38595.96842809513,38595.96842809513,2,2,0,0,2,2,0,0,40718.0
351,CustomerOrderStatus.SHIPPED,2189.4606132005647,38564.539386799435,38564.539386799435,0,1,1,1,0,1,1,1,40754.0
355,CustomerOrderStatus.SHIPPED,2114.8782462604213,38644.12175373958,38644.12175373958,1,0,0,0,1,0,0,0,40759.0
356,CustomerOrderStatus.SHIPPED,2143.2031138570746,38667.796886142925,38667.796886142925,0,2,0,0,0,2,0,0,40811.0
354,CustomerOrderStatus.SHIPPED,2335.3463767696376,38643.65362323036,38643.65362323036,1,0,0,2,1,0,0,2,40979.0
360,CustomerOrderStatus.SHIPPED,2339.847954332421,38699.15204566758,38699.15204566758,0,1,0,0,0,1,0,0,41039.0
357,CustomerOrderStatus.SHIPPED,2438.195374851646,38669.804625148354,38669.804625148354,1,0,1,0,1,0,1,0,41108.0
358,CustomerOrderStatus.SHIPPED,2517.514927244156,38673.485072755844,38673.485072755844,3,0,2,0,3,0,2,0,41191.0
359,CustomerOrderStatus.SHIPPED,2536.17040054909,38677.82959945091,38677.82959945091,3,1,1,0,3,1,1,0,41214.0
362,CustomerOrderStatus.SHIPPED,2475.059838254667,38843.94016174533,38843.94016174533,1,1,0,0,1,1,0,0,41319.0
361,CustomerOrderStatus.SHIPPED,2523.493373612946,38797.506626387054,38797.506626387054,1,0,2,1,1,0,2,1,41321.0
363,CustomerOrderStatus.SHIPPED,2573.008545963392,38845.99145403661,38845.99145403661,2,1,0,0,2,1,0,0,41419.0
365,CustomerOrderStatus.SHIPPED,2471.3196278301257,38959.680372169874,38959.680372169874,1,0,0,0,1,0,0,0,41431.0
364,CustomerOrderStatus.SHIPPED,2584.8796509680833,38953.12034903192,38953.12034903192,2,4,0,0,2,4,0,0,41538.0
366,CustomerOrderStatus.SHIPPED,2581.438769391767,38972.56123060823,38972.56123060823,2,1,0,0,2,1,0,0,41554.0
367,CustomerOrderStatus.SHIPPED,2765.8522308618267,38985.14776913817,38985.14776913817,1,1,2,0,1,1,2,0,41751.0
371,CustomerOrderStatus.SHIPPED,2736.805840663321,39051.19415933668,39051.19415933668,0,0,2,0,0,0,2,0,41788.0
368,CustomerOrderStatus.SHIPPED,2784.715201483923,39004.28479851608,39004.28479851608,0,4,0,1,0,4,0,1,41789.0
370,CustomerOrderStatus.SHIPPED,2760.0345188872816,39030.96548111272,39030.96548111272,0,1,1,0,0,1,1,0,41791.0
369,CustomerOrderStatus.SHIPPED,2790.7395589306325,39010.26044106937,39010.26044106937,0,1,1,0,0,1,1,0,41801.0
372,CustomerOrderStatus.SHIPPED,2910.5203258180773,39063.47967418192,39063.47967418192,2,0,1,0,2,0,1,0,41974.0
376,CustomerOrderStatus.SHIPPED,2911.382378626542,39166.61762137346,39166.61762137346,2,0,0,0,2,0,0,0,42078.0
375,CustomerOrderStatus.SHIPPED,2972.703347092727,39156.29665290727,39156.29665290727,2,1,0,0,2,1,0,0,42129.0
373,CustomerOrderStatus.SHIPPED,3114.5039083325173,39074.49609166748,39074.49609166748,0,1,1,1,0,1,1,1,42189.0
378,CustomerOrderStatus.SHIPPED,3022.19064634564,39231.80935365436,39231.80935365436,2,0,0,0,2,0,0,0,42254.0
374,CustomerOrderStatus.SHIPPED,3193.366193528971,39075.63380647103,39075.63380647103,3,0,0,1,3,0,0,1,42269.0
377,CustomerOrderStatus.SHIPPED,3082.0627581042936,39198.93724189571,39198.93724189571,2,0,0,1,2,0,0,1,42281.0
381,CustomerOrderStatus.SHIPPED,2976.8497599011753,39464.150240098825,39464.150240098825,0,2,0,0,0,2,0,0,42441.0
379,CustomerOrderStatus.SHIPPED,3203.7033931106853,39304.296606889315,39304.296606889315,2,0,1,0,2,0,1,0,42508.0
382,CustomerOrderStatus.SHIPPED,2997.118858549082,39521.88114145092,39521.88114145092,0,0,0,1,0,0,0,1,42519.0
383,CustomerOrderStatus.SHIPPED,2987.3898095637924,39556.61019043621,39556.61019043621,2,0,0,0,2,0,0,0,42544.0
380,CustomerOrderStatus.SHIPPED,3401.31186376197,39307.68813623803,39307.68813623803,5,0,2,1,5,0,2,1,42709.0
384,CustomerOrderStatus.SHIPPED,3201.925631474238,39579.07436852576,39579.07436852576,3,0,0,1,3,0,0,1,42781.0
385,CustomerOrderStatus.SHIPPED,3221.722698140584,39589.277301859416,39589.277301859416,1,2,0,0,1,2,0,0,42811.0
388,CustomerOrderStatus.SHIPPED,3091.153173517072,39759.84682648293,39759.84682648293,0,0,1,0,0,0,1,0,42851.0
389,CustomerOrderStatus.SHIPPED,3133.753006077546,39785.246993922454,39785.246993922454,1,0,0,0,1,0,0,0,42919.0
386,CustomerOrderStatus.SHIPPED,3345.1116822130207,39622.88831778698,39622.88831778698,4,0,1,0,4,0,1,0,42968.0
387,CustomerOrderStatus.SHIPPED,3253.6385100725965,39725.3614899274,39725.3614899274,1,2,1,0,1,2,1,0,42979.0
391,CustomerOrderStatus.SHIPPED,3288.3109973543906,39882.68900264561,39882.68900264561,0,1,2,0,0,1,2,0,43171.0
392,CustomerOrderStatus.SHIPPED,3311.2018450247415,39882.79815497526,39882.79815497526,2,1,0,0,2,1,0,0,43194.0
393,CustomerOrderStatus.SHIPPED,3314.626221782368,39884.37377821763,39884.37377821763,0,1,0,0,0,1,0,0,43199.0
